site,setting,plot_type,date,species,cvr,median_height,max_height,reproduction,n_inds,n_leaf,w_weight,d_weight,n_leaf_image,area_sum,leaf_area,SLA,LDMC
RA014,rarearctic,a,2020-07-25,Vaccinium vitis-idaea,4,3,5,NA,3,6,0.1127,0.0508,6,3.42,0.57,67.32283464566929,0.45075421472937
RA014,rarearctic,a,2020-07-25,Calamagrostis lapponica,2,15,21,NA,3,3,0.0966,0.0322,4,7.673,2.5576666666666665,238.29192546583852,0.3333333333333333
RA014,rarearctic,a,2020-07-25,Carex bigelowii,10,7,9,NA,3,3,0.0883,0.0302,3,5.033,1.6776666666666669,166.65562913907286,0.3420158550396376
RA014,rarearctic,a,2020-07-25,Festuca vivipara,0.5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA014,rarearctic,a,2020-07-25,Linnaea borealis,3,1,1,NA,3,6,0.0524,0.0157,6,2.42,0.4033333333333333,154.14012738853503,0.299618320610687
RA014,rarearctic,a,2020-07-25,Luzula spicata,0.25,3,4,NA,3,3,0.0373,0.008,3,1.825,0.6083333333333333,228.125,0.21447721179624665
RA014,rarearctic,a,2020-07-25,Solidago virgaurea,2,5,6,NA,3,3,0.346,0.0862,3,17.250999999999998,5.750333333333333,200.1276102088167,0.24913294797687863
RA014,rarearctic,a,2020-07-25,Viola biflora,7,1,2,NA,3,3,0.0869,0.0158,3,6.684,2.228,423.0379746835443,0.18181818181818182
RA014,rarearctic,b,2020-07-25,Bistorta vivipara,3,4,8,NA,3,3,0.272,0.0646,3,8.669,2.889666666666667,134.19504643962847,0.2375
RA014,rarearctic,b,2020-07-25,Cassiope tetragona,1,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA014,rarearctic,b,2020-07-25,Empetrum nigrum,2,3,6,NA,3,30,0.0577,0.0258,30,1.871,0.06236666666666667,72.51937984496124,0.44714038128249567
RA014,rarearctic,b,2020-07-25,Vaccinium vitis-idaea,2,3,5,NA,3,6,0.1127,0.0508,6,3.42,0.57,67.32283464566929,0.45075421472937
RA014,rarearctic,b,2020-07-25,Calamagrostis lapponica,2,15,21,NA,3,3,0.0966,0.0322,4,7.673,2.5576666666666665,238.29192546583852,0.3333333333333333
RA014,rarearctic,b,2020-07-25,Carex bigelowii,10,8,11,NA,3,3,0.0883,0.0302,3,5.033,1.6776666666666669,166.65562913907286,0.3420158550396376
RA014,rarearctic,b,2020-07-25,Diphasiastrum alpinum,0.25,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA014,rarearctic,b,2020-07-25,Festuca vivipara,0.5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA014,rarearctic,b,2020-07-25,Juncus trifidus,1,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA014,rarearctic,b,2020-07-25,Linnaea borealis,4,1,4,NA,3,6,0.0524,0.0157,6,2.42,0.4033333333333333,154.14012738853503,0.299618320610687
RA014,rarearctic,b,2020-07-25,Luzula arcuata,0.5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA014,rarearctic,b,2020-07-25,Luzula spicata,0.5,3,4,NA,3,3,0.0373,0.008,3,1.825,0.6083333333333333,228.125,0.21447721179624665
RA014,rarearctic,b,2020-07-25,Spinulum annotinum,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA014,rarearctic,b,2020-07-25,Cherleria biflora,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA014,rarearctic,b,2020-07-25,Salix herbacea,2,1,2,NA,3,3,0.0491,0.0205,3,2.092,0.6973333333333334,102.04878048780488,0.4175152749490835
RA014,rarearctic,b,2020-07-25,Saussurea alpina,0.25,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA014,rarearctic,b,2020-07-25,Solidago virgaurea,2,15,19,NA,3,3,0.346,0.0862,3,17.250999999999998,5.750333333333333,200.1276102088167,0.24913294797687863
RA014,rarearctic,b,2020-07-25,Viola biflora,5,1,2,NA,3,3,0.0869,0.0158,3,6.684,2.228,423.0379746835443,0.18181818181818182
RA014,rarearctic,c,2020-07-25,Bistorta vivipara,3,NA,NA,NA,3,3,0.272,0.0646,3,8.669,2.889666666666667,134.19504643962847,0.2375
RA014,rarearctic,c,2020-07-25,Cassiope tetragona,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA014,rarearctic,c,2020-07-25,Empetrum nigrum,2,NA,NA,NA,3,30,0.0577,0.0258,30,1.871,0.06236666666666667,72.51937984496124,0.44714038128249567
RA014,rarearctic,c,2020-07-25,Vaccinium vitis-idaea,2,NA,NA,NA,3,6,0.1127,0.0508,6,3.42,0.57,67.32283464566929,0.45075421472937
RA014,rarearctic,c,2020-07-25,Antennaria alpina,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA014,rarearctic,c,2020-07-25,Calamagrostis lapponica,1,NA,NA,NA,3,3,0.0966,0.0322,4,7.673,2.5576666666666665,238.29192546583852,0.3333333333333333
RA014,rarearctic,c,2020-07-25,Cardamine bellidifolia,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA014,rarearctic,c,2020-07-25,Carex bigelowii,7,NA,NA,NA,3,3,0.0883,0.0302,3,5.033,1.6776666666666669,166.65562913907286,0.3420158550396376
RA014,rarearctic,c,2020-07-25,Diphasiastrum alpinum,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA014,rarearctic,c,2020-07-25,Festuca vivipara,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA014,rarearctic,c,2020-07-25,Juncus trifidus,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA014,rarearctic,c,2020-07-25,Linnaea borealis,3,NA,NA,NA,3,6,0.0524,0.0157,6,2.42,0.4033333333333333,154.14012738853503,0.299618320610687
RA014,rarearctic,c,2020-07-25,Luzula arcuata,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA014,rarearctic,c,2020-07-25,Luzula spicata,0.25,NA,NA,NA,3,3,0.0373,0.008,3,1.825,0.6083333333333333,228.125,0.21447721179624665
RA014,rarearctic,c,2020-07-25,Spinulum annotinum,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA014,rarearctic,c,2020-07-25,Cherleria biflora,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA014,rarearctic,c,2020-07-25,Salix herbacea,2,NA,NA,NA,3,3,0.0491,0.0205,3,2.092,0.6973333333333334,102.04878048780488,0.4175152749490835
RA014,rarearctic,c,2020-07-25,Salix lapponum,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA014,rarearctic,c,2020-07-25,Saussurea alpina,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA014,rarearctic,c,2020-07-25,Solidago virgaurea,1,NA,NA,NA,3,3,0.346,0.0862,3,17.250999999999998,5.750333333333333,200.1276102088167,0.24913294797687863
RA014,rarearctic,c,2020-07-25,Viola biflora,4,NA,NA,NA,3,3,0.0869,0.0158,3,6.684,2.228,423.0379746835443,0.18181818181818182
RA001,rarearctic,a,NA,Betula nana,10,15,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA001,rarearctic,a,NA,Bistorta vivipara,5,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA001,rarearctic,a,NA,Empetrum nigrum,0.5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA001,rarearctic,a,NA,Vaccinium uliginosum,5,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA001,rarearctic,a,NA,Andromeda polifolia,10,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA001,rarearctic,a,NA,Bartsia alpina,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA001,rarearctic,a,NA,Carex capillaris,3,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA001,rarearctic,a,NA,Cerastium fontanum,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA001,rarearctic,a,NA,Gymnadenia conopsea,5,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA001,rarearctic,a,NA,Melampyrum pratense,1,8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA001,rarearctic,a,NA,Pinguicula vulgaris,2,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA001,rarearctic,a,NA,Pyrola rotundifolia,10,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA001,rarearctic,a,NA,Salix reticulata,30,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA001,rarearctic,a,NA,Trichophorum cespitosum,0.5,14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA002,rarearctic,a,NA,Betula nana,5,29,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA002,rarearctic,a,NA,Bistorta vivipara,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA002,rarearctic,a,NA,Vaccinium uliginosum,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA002,rarearctic,a,NA,Carex capillaris,0.5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA002,rarearctic,a,NA,Carex vaginata,15,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA002,rarearctic,a,NA,Avenella flexuosa,0.25,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA002,rarearctic,a,NA,Melampyrum pratense,2,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA002,rarearctic,a,NA,Pyrola rotundifolia,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA002,rarearctic,a,NA,Saxifraga aizoides,40,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA002,rarearctic,a,NA,Trichophorum cespitosum,3,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,a,NA,Empetrum nigrum,0.25,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,a,NA,Festuca ovina,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,a,NA,Vaccinium vitis-idaea,2,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,a,NA,Antennaria dioica,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,a,NA,Campanula rotundifolia,2,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,a,NA,Hieracium subalpinum,3,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,a,NA,Solidago virgaurea,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,a,NA,Vaccinium myrtillus,2,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,a,NA,Veronica fruticans,15,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,b,NA,Empetrum nigrum,3,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,b,NA,Festuca ovina,3,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,b,NA,Vaccinium vitis-idaea,4,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,b,NA,Antennaria alpina,0.25,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,b,NA,Antennaria dioica,0.5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,b,NA,Campanula rotundifolia,2,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,b,NA,Hieracium subalpinum,0.5,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,b,NA,Rubus saxatilis,0.25,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,b,NA,Sedum annuum,0.25,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,b,NA,Solidago virgaurea,2,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,b,NA,Vaccinium myrtillus,1,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,b,NA,Veronica fruticans,3,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,c,NA,Empetrum nigrum,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,c,NA,Festuca ovina,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,c,NA,Vaccinium vitis-idaea,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,c,NA,Anthoxanthum nipponicum,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,c,NA,Antennaria alpina,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,c,NA,Antennaria dioica,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,c,NA,Campanula rotundifolia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,c,NA,Draba daurica,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,c,NA,Geranium sylvaticum,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,c,NA,Hieracium subalpinum,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,c,NA,Juniperus communis,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,c,NA,Linnaea borealis,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,c,NA,Rubus saxatilis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,c,NA,Sedum annuum,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,c,NA,Solidago virgaurea,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,c,NA,Vaccinium myrtillus,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA003,rarearctic,c,NA,Veronica fruticans,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA004,rarearctic,a,NA,Festuca ovina,0.5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA004,rarearctic,a,NA,Campanula rotundifolia,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA004,rarearctic,a,NA,Avenella flexuosa,0.25,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA004,rarearctic,a,NA,Sedum annuum,10,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA004,rarearctic,a,NA,Solidago virgaurea,3,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA005,rarearctic,a,NA,Vaccinium vitis-idaea,10,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA005,rarearctic,a,NA,Campanula rotundifolia,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA005,rarearctic,a,NA,Cerastium alpinum,5,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA005,rarearctic,a,NA,Juniperus communis,25,25,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA005,rarearctic,a,NA,Veronica fruticans,10,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA015,rarearctic,a,2020-07-25,Bistorta vivipara,2,3,7,NA,3,3,0.1347,0.0266,3,4.322,1.4406666666666668,162.48120300751881,0.19747587230883445
RA015,rarearctic,a,2020-07-25,Cassiope tetragona,2,6,7,NA,3,30,0.0355,0.0189,28,1.196,0.03986666666666667,63.28042328042328,0.5323943661971832
RA015,rarearctic,a,2020-07-25,Empetrum nigrum,8,2.5,4,NA,3,30,0.0334,0.0207,29,1.17,0.039,56.52173913043478,0.6197604790419162
RA015,rarearctic,a,2020-07-25,Festuca ovina,0.5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA015,rarearctic,a,2020-07-25,Vaccinium uliginosum,7,3,4.5,NA,3,6,0.0488,0.0197,6,2.99,0.49833333333333335,151.7766497461929,0.4036885245901639
RA015,rarearctic,a,2020-07-25,Calamagrostis lapponica,0.25,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA015,rarearctic,a,2020-07-25,Carex bigelowii,5,2,4,NA,3,3,0.0785,0.026,3,4.672,1.5573333333333332,179.69230769230768,0.33121019108280253
RA015,rarearctic,a,2020-07-25,Omalotheca supina,0.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA015,rarearctic,a,2020-07-25,Salix herbacea,2,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA015,rarearctic,b,2020-07-25,Betula nana,0.5,2,3,NA,3,6,0.0354,0.0137,6,2.046,0.34099999999999997,149.34306569343065,0.3870056497175141
RA015,rarearctic,b,2020-07-25,Bistorta vivipara,1,3,7,NA,3,3,0.1347,0.0266,3,4.322,1.4406666666666668,162.48120300751881,0.19747587230883445
RA015,rarearctic,b,2020-07-25,Cassiope tetragona,5,6,13,NA,3,30,0.0355,0.0189,28,1.196,0.03986666666666667,63.28042328042328,0.5323943661971832
RA015,rarearctic,b,2020-07-25,Empetrum nigrum,10,4,7,NA,3,30,0.0334,0.0207,29,1.17,0.039,56.52173913043478,0.6197604790419162
RA015,rarearctic,b,2020-07-25,Festuca ovina,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA015,rarearctic,b,2020-07-25,Vaccinium uliginosum,7,3,6,NA,3,6,0.0488,0.0197,6,2.99,0.49833333333333335,151.7766497461929,0.4036885245901639
RA015,rarearctic,b,2020-07-25,Vaccinium vitis-idaea,0.5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA015,rarearctic,b,2020-07-25,Calamagrostis lapponica,0.5,12,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA015,rarearctic,b,2020-07-25,Campanula rotundifolia,0.25,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA015,rarearctic,b,2020-07-25,Carex bigelowii,2,4,8,NA,3,3,0.0785,0.026,3,4.672,1.5573333333333332,179.69230769230768,0.33121019108280253
RA015,rarearctic,b,2020-07-25,Omalotheca supina,0.25,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA015,rarearctic,b,2020-07-25,Juncus trifidus,0.5,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA015,rarearctic,b,2020-07-25,Cherleria biflora,0.5,1,1,NA,1,12,0.0159,0.0037,12,0.582,0.048499999999999995,157.2972972972973,0.23270440251572327
RA015,rarearctic,b,2020-07-25,Pedicularis lapponica,0.25,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA015,rarearctic,b,2020-07-25,Salix herbacea,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA015,rarearctic,c,2020-07-25,Betula nana,2,NA,NA,NA,3,6,0.0354,0.0137,6,2.046,0.34099999999999997,149.34306569343065,0.3870056497175141
RA015,rarearctic,c,2020-07-25,Bistorta vivipara,1,NA,NA,NA,3,3,0.1347,0.0266,3,4.322,1.4406666666666668,162.48120300751881,0.19747587230883445
RA015,rarearctic,c,2020-07-25,Cassiope tetragona,10,NA,NA,NA,3,30,0.0355,0.0189,28,1.196,0.03986666666666667,63.28042328042328,0.5323943661971832
RA015,rarearctic,c,2020-07-25,Empetrum nigrum,10,NA,NA,NA,3,30,0.0334,0.0207,29,1.17,0.039,56.52173913043478,0.6197604790419162
RA015,rarearctic,c,2020-07-25,Festuca ovina,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA015,rarearctic,c,2020-07-25,Vaccinium uliginosum,5,NA,NA,NA,3,6,0.0488,0.0197,6,2.99,0.49833333333333335,151.7766497461929,0.4036885245901639
RA015,rarearctic,c,2020-07-25,Vaccinium vitis-idaea,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA015,rarearctic,c,2020-07-25,Calamagrostis lapponica,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA015,rarearctic,c,2020-07-25,Campanula rotundifolia,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA015,rarearctic,c,2020-07-25,Cardamine bellidifolia,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA015,rarearctic,c,2020-07-25,Carex bigelowii,2,NA,NA,NA,3,3,0.0785,0.026,3,4.672,1.5573333333333332,179.69230769230768,0.33121019108280253
RA015,rarearctic,c,2020-07-25,Omalotheca supina,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA015,rarearctic,c,2020-07-25,Hieracium alpinum,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA015,rarearctic,c,2020-07-25,Juncus trifidus,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA015,rarearctic,c,2020-07-25,Cherleria biflora,0.25,NA,NA,NA,1,12,0.0159,0.0037,12,0.582,0.048499999999999995,157.2972972972973,0.23270440251572327
RA015,rarearctic,c,2020-07-25,Pedicularis lapponica,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA015,rarearctic,c,2020-07-25,Phyllodoce caerulea,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA015,rarearctic,c,2020-07-25,Salix herbacea,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA015,rarearctic,c,2020-07-25,Salix lapponum,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA015,rarearctic,c,2020-07-25,Silene acaulis,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA006,rarearctic,a,NA,Vaccinium vitis-idaea,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA006,rarearctic,a,NA,Antennaria alpina,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA006,rarearctic,a,NA,Antennaria dioica,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA006,rarearctic,a,NA,Campanula rotundifolia,0.5,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA006,rarearctic,a,NA,Erigeron borealis,1,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA006,rarearctic,a,NA,Veronica fruticans,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,a,NA,Vaccinium uliginosum,7,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,a,NA,Bartsia alpina,0.5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,a,NA,Carex fuliginosa,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,a,NA,Carex rupestris,2,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,a,NA,Carex vaginata,0.5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,a,NA,Chamorchis alpina,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,a,NA,Dryas octopetala,15,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,a,NA,Rhododendron lapponicum,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,a,NA,Silene acaulis,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,a,NA,Thalictrum alpinum,0.25,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,a,NA,Tofieldia pusilla,0.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,b,NA,Bistorta vivipara,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,b,NA,Cassiope tetragona,2,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,b,NA,Empetrum nigrum,0.25,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,b,NA,Vaccinium uliginosum,7,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,b,NA,Vaccinium vitis-idaea,0.5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,b,NA,Arctostaphylos uva-ursi,5,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,b,NA,Bartsia alpina,0.5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,b,NA,Campanula rotundifolia,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,b,NA,Carex capillaris,0.25,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,b,NA,Carex fuliginosa,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,b,NA,Carex rupestris,10,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,b,NA,Carex vaginata,1,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,b,NA,Chamorchis alpina,0.25,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,b,NA,Dryas octopetala,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,b,NA,Pinguicula alpina,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,b,NA,Rhododendron lapponicum,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,b,NA,Silene acaulis,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,b,NA,Thalictrum alpinum,0.25,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,b,NA,Tofieldia pusilla,0.5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,c,NA,Betula nana,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,c,NA,Bistorta vivipara,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,c,NA,Cassiope tetragona,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,c,NA,Empetrum nigrum,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA007,rarearctic,c,NA,Vaccinium uliginosum,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
